Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.7201,2.4249,2.5584,0.0525,2.5058,2.611,1029.964324,102.2918,699.74,,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",3.0091,2.6021,2.8369,0.077,2.7599,2.914,1026.64171,101.3357,835.04,,
BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A,23/08/2029,"DI + 2,93%",3.05,2.65,2.8492,0.0016,2.8476,2.8509,1013.605483,100.283,907.16,,
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),14/11/2027,"DI + 1,3%",0.9817,0.618,0.8259,0.0773,0.7486,0.9033,1053.930425,101.0376,554.93,,
BRMLA1,BR MALLS PARTICIPACOES S/A,20/08/2031,"DI + 0,63%",0.8337,0.508,0.6745,0.0342,0.6403,0.7088,1006.409384,99.8004,1138.48,,
BRMLB1,BR MALLS PARTICIPACOES S/A,20/08/2034,"DI + 0,95%",1.0118,0.7529,0.8796,0.0277,0.8519,0.9073,1012.536315,100.3827,1380.62,,
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",--,--,0.7497,0.1351,0.6146,0.8849,10471.038563,100.1682,142.33,,
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.636,0.3782,0.5075,0.0358,0.4717,0.5434,1068.241234,101.5134,704.15,,
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.6571,0.4773,0.5528,0.0114,0.5414,0.5642,1038.14708,100.1946,733.34,,
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.55,3.05,3.3,0,3.3,3.3,1066.235439,102.9349,633.85,,
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.7158,3.1989,3.4401,0.0539,3.3862,3.4941,1039.277916,100.0393,170.82,0.45,
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.5242,3,3.2895,0.1203,3.1692,3.4098,964.257532,102.0427,439.15,,
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.5,1.2,1.3533,0.012,1.3413,1.3655,757.639408,100.6796,232.66,,
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",2.284,1.7176,2.0438,0.0912,1.9525,2.1351,1032.540252,100.4695,772.11,,
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.5117,1.9376,2.3074,0.1288,2.1787,2.4363,1036.267954,100.7654,1022.69,,
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",1.2441,0.7119,1.0556,0.233,0.8227,1.2887,1072.602843,100.7545,117.84,,
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.239,0.9304,1.0607,0.0453,1.0154,1.1062,1062.755053,101.3687,710.18,,
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.2952,0.9704,1.1212,0.0479,1.0733,1.1692,1060.964407,101.1979,709.95,,
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.68,0.7147,1.1984,0.1814,1.017,1.3799,5840.429579,104.0603,229.75,,
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",3.4019,2.4868,2.9098,0.2463,2.6635,3.1561,1058.12094,105.3611,532.87,,
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.8456,0.596,0.7546,0.1777,0.5768,0.9324,1044.622172,101.7829,363.61,,
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",5.0117,4.4784,4.6809,0.1292,4.5517,4.8103,1015.678637,97.1366,252.42,0.35,
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",5,3.6966,4.365,0.1926,4.1724,4.5578,987.48747,94.3513,622.59,,
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",--,--,0.7268,0.0198,0.707,0.7466,1022.518148,100.0697,762.17,0.35,
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.5082,2.0348,2.326,0.1203,2.2057,2.4464,1055.061405,99.3481,516.19,,
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.8,0.3596,0.6431,0.1565,0.4866,0.7997,526.925433,100.9045,152.71,0.35,
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.685,1.3442,1.5334,0.0497,1.4837,1.5832,1052.804682,100.583,263.27,,
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.9082,1.6,1.7517,0.0345,1.7172,1.7863,1019.417873,100.1123,596.14,,
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",--,--,1.8205,0.0857,1.7347,1.9063,1058.347953,100.9996,442.55,,
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.24,0.4374,0.0313,0.4062,0.4688,1069.544724,101.5944,445.94,,
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.4408,1.25,1.3512,0.0423,1.3089,1.3936,1032.330504,101.8341,778.5,,
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8587,0.6,0.737,0.0857,0.6513,0.8229,1056.852416,101.4075,803.7,,
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.7515,0.3574,0.586,0.105,0.481,0.6911,1045.245933,101.2898,895.14,,
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.85,0.3013,0.5791,0.1229,0.4562,0.702,1080.20444,102.5377,702.15,,
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.8252,0.374,0.677,0.1624,0.5146,0.8394,1051.095079,101.8128,1082.3,,
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.915,0.7512,0.823,0.034,0.789,0.857,510.619527,100.7969,322.85,,
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.1593,0.8554,1.0032,0.0465,0.9567,1.0498,1056.811991,102.0656,808.85,,
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.0756,0.7929,0.9558,0.0631,0.8927,1.019,1017.936951,100.3424,923.77,,
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.1938,1,1.0928,0.0247,1.0681,1.1176,504.350092,100.4943,309.11,,
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.9728,0.7,0.8353,0.0421,0.7932,0.8774,1.055773,101.2219,549.12,,
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.7307,0.2392,0.4731,0.2157,0.2574,0.6889,1051.489733,101.689,738.39,,
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.05,0.7429,0.9332,0.1163,0.8169,1.0497,1061.428557,100.8008,445.3,,
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1,0.696,0.8758,0.065,0.8109,0.9409,1052.223436,100.9633,803.06,,
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.1793,0.78,0.9793,0.0015,0.9778,0.9809,1009.226413,100.6977,882.82,,
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.15,0.7624,1.0272,0.2125,0.8146,1.2398,1068.611519,101.4145,700.04,,
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.4955,1.1733,1.3467,0.101,1.2458,1.4478,1065.017771,101.0099,772.04,,
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.7077,0.2863,0.5405,0.1612,0.3793,0.7017,1055.103985,101.0585,864.16,,
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.5478,1.2477,1.3597,0.4325,0.9273,1.7923,1027.245134,102.3687,529.09,0.35,
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.7982,0.0019,0.7963,0.8003,1003.073095,100.0063,885.97,,
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.2,1.3543,0.0256,1.3287,1.3801,896.899796,101.4913,589.34,,
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.1898,1.7184,2.0133,0.1215,1.8918,2.1349,1039.758773,100.0654,50,0.4,
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.0227,0.5345,0.8125,0.1769,0.6356,0.9895,1.081189,102.5575,771.73,,
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",0.9917,0.6527,0.8585,0.1987,0.6598,1.0573,1007.983577,100.6645,880.34,,
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.0633,0.7032,0.9389,0.0664,0.8726,1.0054,1016.652132,100.2222,924.5,,
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5448,0.3087,0.4444,0.0308,0.4136,0.4753,1008.542394,100.7185,240.74,0.45,
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3619,0.0432,1.3187,1.4053,1047.176282,100.6227,363.08,,
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",1.2983,0.6046,0.8525,0.519,0.3335,1.3716,449.151389,101.2953,189.22,0.35,
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",0.8825,0.4265,0.6881,0.1458,0.5423,0.834,1069.312395,102.4258,636.75,,
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,0.817,0.0717,0.7453,0.8888,1023.15132,100.5662,1079.88,,
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.0857,1.385,1.7228,0.1047,1.6181,1.8276,1115.983284,105.8796,841.16,,
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.8896,0.2539,0.575,0.0412,0.5338,0.6163,1050.936557,101.77,576.56,,
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5201,1.2986,1.4056,0.0335,1.3721,1.4392,1052.303207,100.649,257.58,0.45,
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.7468,0.397,0.5974,0.0657,0.5317,0.6632,1018.809665,100.6316,788.95,,
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",--,--,9.4129,1.3607,8.0522,10.7738,900.726615,85.9824,507.75,,
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.6936,0.2141,0.4696,0.066,0.4036,0.5358,1049.468928,101.6337,479.75,,
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0464,0.75,0.8948,0.0472,0.8476,0.9421,1032.301143,100.6978,303.04,,
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.4068,1.0566,1.2567,0.0395,1.2172,1.2963,1041.706616,100.2039,557.34,,
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.65,1.2523,1.4726,0.0266,1.446,1.4993,1044.58982,100.3958,793.65,,
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.25,1.8523,2.0757,0.0513,2.0244,2.127,1067.993405,101.5658,357.67,,
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.8839,1.4951,1.6827,0.1746,1.5082,1.8574,1062.636242,101.0908,539.09,,
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.8234,0.5419,0.6714,0.0895,0.5819,0.7611,1066.024022,102.5473,804.19,,
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7892,0.456,0.608,0.0102,0.5978,0.6183,886.963103,99.9364,424.62,,
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.8171,0.6769,0.7441,0.0748,0.6693,0.8189,1062.049465,100.8643,344.94,,
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9195,0.4843,0.6697,0.0561,0.6136,0.7258,1050.56026,102.6343,908.85,0.4,
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.4076,1.0629,1.2346,0.1027,1.1319,1.3374,1039.645332,100.5634,278.96,,
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.6027,0.2409,0.4297,0.0725,0.3573,0.5023,523.559601,100.4625,150.24,,
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7673,0.5581,0.6578,0.0424,0.6154,0.7003,1031.086958,99.7688,1015.31,,
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.4163,0.5705,0.0726,0.4978,0.6432,1057.921565,101.4428,462.15,,
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.2407,0.9,1.0599,0.0331,1.0268,1.0931,1052.887404,101.7729,478.88,,
