Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.5842,1.25,1.4093,0.0388,1.3705,1.4482,1023.919024,102.1511,1114.09,,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.5336,1.3,1.4078,0.0787,1.3292,1.4866,1006.8643,100.3167,334.25,,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.168,1.8979,2.0259,0.1095,1.9163,2.1355,1026.202312,101.6007,608.55,,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.3569,2.0013,2.1726,0.1602,2.0124,2.3329,1063.610686,100.602,680.82,,
ASAI12,SENDAS DISTRIBUIDORA S/A (*) (**),20/05/2026,"DI + 1,7%",1.1711,0.9544,1.0629,0.0436,1.0193,1.1066,1048.613979,100.6576,263.05,,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.1988,0.9762,1.0844,0.0372,1.0472,1.1218,1054.804975,101.4681,560.25,,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.3555,0.1497,1.2058,1.5053,1044.014353,101.2889,663.67,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.4249,1.2035,1.3144,0.05,1.2644,1.3645,1054.577946,99.8075,763.38,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.382,1.0987,1.2351,0.0203,1.2148,1.2555,1061.392293,101.7959,638.38,0.35,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.5035,1.1468,1.3321,0.0182,1.3139,1.3504,1051.441259,101.9836,815.66,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.3914,1.0813,1.2386,0.0203,1.2183,1.259,1029.081734,100.0366,819.48,,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.1421,1.7354,1.9676,0.0734,1.8942,2.041,702.953056,100.3817,144.13,,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.8984,0.697,0.7889,0.0709,0.718,0.8599,1066.65353,101.1304,433.93,,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0149,0.2212,0.7937,1.2361,1022.249479,100.4163,316.12,,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",1.3184,0.9984,1.1572,0.0319,1.1254,1.1892,1011.534954,100.0892,531.39,,
BKBR18,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A,15/10/2024,"DI + 1,35%",--,--,1.8622,0.0614,1.8008,1.9237,1051.512862,99.968,16,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.7712,2.05,2.4433,0.2902,2.153,2.7336,1041.069958,99.065,444.82,,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.1132,0.7342,0.9769,0.0911,0.8858,1.0681,1026.880391,101.723,427.91,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4802,1.1449,1.3653,0.0796,1.2857,1.445,1031.480764,100.8231,893.95,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.6859,2.405,2.4981,0.0976,2.4005,2.5957,1018.738674,97.5475,851.89,0.4,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6609,2.3789,2.576,0.214,2.3619,2.7901,1012.991471,96.9259,913.98,0.35,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.7416,0.8759,1.7479,0.1169,1.6309,1.8649,1056.432888,101.0643,1079.89,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.8553,2.4592,2.6892,0.2122,2.477,2.9015,1013.030298,96.839,1114.28,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.5541,2.2746,2.4397,0.042,2.3977,2.4818,1055.863608,99.9188,528.32,0.35,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.7089,2.4312,2.5649,0.0537,2.5112,2.6186,1028.676916,102.2732,699.53,,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.9901,2.6056,2.8377,0.0779,2.7597,2.9157,1025.503407,101.3304,833.37,,
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),14/11/2027,"DI + 1,3%",0.9784,0.6264,0.8495,0.0607,0.7888,0.9103,1052.448163,100.9869,555.66,,
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",--,--,0.7607,0.115,0.6457,0.8759,10461.357274,100.1643,144.33,,
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.6606,0.4235,0.5295,0.0458,0.4837,0.5754,1066.634244,101.4505,703.69,,
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.6523,0.4667,0.5655,0.0264,0.5392,0.592,1036.879988,100.1576,732.58,,
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.55,3.05,3.3,0,3.3,3.3,1064.991686,102.9333,633.52,,
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.7431,3.2552,3.462,0.0611,3.4009,3.5232,1038.014073,100.0252,172.81,,
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.5041,3,3.2915,0.1156,3.1759,3.4072,963.155757,102.0437,440.07,,
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.5,1.2,1.3519,0.025,1.327,1.377,756.958069,100.6865,234.57,,
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",2.3048,1.6917,2.0443,0.08,1.9642,2.1244,1031.511215,100.4674,771.08,,
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.5293,1.9097,2.3001,0.1251,2.175,2.4253,1035.498679,100.7913,1018.5,,
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",1.3683,0.6765,1.0145,0.1319,0.8827,1.1465,1071.857855,100.7868,119.83,,
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.2654,0.9505,1.1047,0.0187,1.086,1.1235,1060.462387,101.2437,709.57,,
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.3157,0.9904,1.1385,0.0469,1.0916,1.1855,1059.464865,101.1484,709.44,,
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.6409,1.0906,1.2946,0.2211,1.0735,1.5158,5829.894643,104.0022,231.47,,
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",3.1843,2.463,2.8677,0.2418,2.6258,3.1096,1057.788187,105.4574,533.46,,
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.8215,0.5922,0.7308,0.1873,0.5435,0.9181,1044.052164,101.8251,365.13,0.35,
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",4.8894,4.5,4.698,0.1245,4.5734,4.8226,1014.343266,97.0998,254.28,,
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",5.0555,3.6339,4.2593,0.2402,4.0191,4.4996,988.998439,94.5861,623.08,,
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",0.8121,0.613,0.725,0.0342,0.6909,0.7593,1021.690859,100.075,761.22,,
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.5406,2.1208,2.3522,0.1256,2.2267,2.4779,1053.482298,99.2947,517.09,,
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.8136,0.3938,0.6405,0.1417,0.4989,0.7823,526.483862,100.918,154.7,,
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.6696,1.3456,1.5188,0.0313,1.4875,1.5503,1051.989706,100.6025,265.19,,
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.9122,1.6,1.7567,0.0327,1.724,1.7895,1018.337837,100.1008,596.74,,
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",1.9183,1.7253,1.8551,0.0561,1.799,1.9113,1056.691744,100.9416,443.47,,
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.24,0.4326,0.03,0.4026,0.4627,1068.717775,101.6082,447.37,,
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.4099,1.25,1.3426,0.0275,1.3151,1.3702,1031.590842,101.8585,777.59,,
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.836,0.6,0.7277,0.0221,0.7056,0.7499,1056.192703,101.4351,802.47,,
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.75,0.2906,0.5608,0.0753,0.4855,0.6363,1045.22175,101.3765,893.01,,
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.85,0.3005,0.5748,0.0659,0.5088,0.6408,1079.324807,102.5486,701.8,,
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.85,0.35,0.6539,0.1146,0.5393,0.7685,1051.103638,101.9043,1077.59,,
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.8538,0.75,0.8081,0.0117,0.7964,0.8199,510.270292,100.8204,324.61,,
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.1508,0.6956,0.9367,0.1188,0.8179,1.0556,1058.018805,102.2776,807.77,0.35,
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.0609,0.7807,0.9498,0.0635,0.8863,1.0134,1017.246158,100.3632,921.11,,
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.1898,1,1.0894,0.0173,1.0721,1.1068,503.92137,100.5014,310.96,0.4,
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.9482,0.7,0.8339,0.0415,0.7924,0.8755,1.05486,101.2268,549.81,,
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.6618,0.2451,0.4622,0.0838,0.3783,0.5461,1050.874721,101.7196,737.71,,
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.05,0.7208,0.9362,0.1918,0.7444,1.1281,1060.431335,100.798,446.73,,
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1.0484,0.7008,0.89,0.0813,0.8087,0.9714,1050.794094,100.9166,801.73,,
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.18,0.78,0.9899,0.0174,0.9725,1.0074,1007.936555,100.6591,880.78,,
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.15,0.7455,1.0207,0.2298,0.7909,1.2506,1067.806959,101.4319,699.7,,
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.3948,1.0484,1.3103,0.1196,1.1907,1.43,1065.17704,101.1196,771.14,,
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.7481,0.2192,0.511,0.0521,0.4588,0.5632,1055.2197,101.1576,862.36,,
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",--,--,1.4387,0.4105,1.0281,1.8493,1024.570716,102.2042,529.51,,
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8124,0.014,0.7984,0.8265,1001.709167,99.9569,883.85,,
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.2,1.3599,0.0284,1.3315,1.3884,895.92189,101.4781,589.24,,
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.2989,1.452,1.957,0.181,1.776,2.1381,1038.877967,100.0794,52,0.35,
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",0.9543,0.4574,0.7237,0.1256,0.5982,0.8494,1.083055,102.8304,771.08,,
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",0.9368,0.5272,0.7266,0.0793,0.6473,0.8061,1011.680598,101.1232,878.99,,
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.0372,0.7035,0.9105,0.0996,0.8109,1.0102,1016.795255,100.3248,921.98,,
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5626,0.3471,0.4671,0.0234,0.4437,0.4905,1007.476467,100.7024,242.69,,
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3703,0.0442,1.3261,1.4146,1046.088854,100.6132,364.57,,
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",1.1858,0.2364,0.7795,0.4317,0.3478,1.2113,449.003613,101.364,191.15,,
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",0.909,0.3907,0.6937,0.1421,0.5516,0.836,1068.170862,102.412,636.88,,
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",1.0016,0.5262,0.7941,0.0363,0.7577,0.8305,1023.218438,100.6611,1075.27,,
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.1297,1.5065,1.8184,0.0771,1.7414,1.8956,1111.113371,105.5311,837.52,,
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.9772,0.1327,0.5816,0.0427,0.5389,0.6244,1049.84625,101.757,577.28,,
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.507,1.2192,1.363,0.0853,1.2778,1.4484,1051.793022,100.6973,259.46,,
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.7194,0.3964,0.5732,0.0952,0.478,0.6685,1018.684699,100.7065,787.98,,
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",17.63,6.7904,12.233,3.8911,8.3419,16.1242,855.071458,81.7007,499.61,,
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.7,0.2075,0.4614,0.0678,0.3937,0.5293,1048.717562,101.6532,480.83,,
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0375,0.7477,0.8691,0.0266,0.8425,0.8958,1031.714136,100.7332,304.91,0.5,
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.4063,1.0538,1.2606,0.0415,1.2191,1.3022,1040.673885,100.1956,558.17,,
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.65,1.255,1.4785,0.0291,1.4494,1.5077,1043.422348,100.3768,792.36,0.35,
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.2507,1.8561,2.08,0.0487,2.0313,2.1288,1066.885571,101.5674,359.4,,
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.8821,1.455,1.6594,0.1661,1.4932,1.8256,1062.141925,101.1425,540.09,,
CPFPA3,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),24/09/2024,"DI + 1,5%",0.7401,0.3559,0.5557,0.0629,0.4928,0.6188,1047.34868,101.4732,1,,
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.7384,0.537,0.6318,0.0264,0.6054,0.6583,1066.335797,102.6716,803.05,,
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7905,0.4583,0.6163,0.0129,0.6034,0.6293,886.086167,99.9223,425.62,,
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.7455,0.6621,0.7136,0.048,0.6656,0.7617,1061.567976,100.9106,346.65,,
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9362,0.4431,0.636,0.0575,0.5784,0.6936,1050.791682,102.7508,906.61,0.4,
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.2994,1.0712,1.1915,0.0186,1.1729,1.2102,1039.198834,100.6148,280.82,,
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.6,0.1861,0.417,0.0643,0.3526,0.4814,523.161375,100.4763,152.23,,
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7754,0.5664,0.6647,0.0393,0.6255,0.7041,1029.93641,99.7423,1011.18,,
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.4105,0.565,0.0816,0.4834,0.6466,1057.10714,101.457,463.44,,
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.1914,0.9,1.0136,0.0455,0.9682,1.0592,1052.841849,101.8663,480.14,0.35,
CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%",1.2277,0.7502,1.0156,0.1374,0.8782,1.153,1071.490455,103.6001,735.94,,
CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%",1.3091,0.7918,1.0832,0.0829,1.0003,1.1662,836.422951,101.8128,747.11,,
