Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",--,--,0.7498,0.1271,0.6227,0.8769,10480.067679,100.1658,140.33,,
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.6206,0.3742,0.5049,0.0476,0.4572,0.5526,1069.186807,101.5133,700.73,,
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.65,0.4637,0.5548,0.0088,0.546,0.5637,1038.962538,100.1878,729.76,0.1,
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.55,3.05,3.3008,0.002,3.2988,3.3029,1067.280966,102.9171,630.5,,
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.7151,3.2033,3.4601,0.0381,3.4221,3.4983,1040.257497,100.0258,168.82,0.05,
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.5,3,3.2777,0.0778,3.1999,3.3555,965.441093,102.0503,436.51,,
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.4655,1.2,1.3281,0.0256,1.3025,1.3538,758.500598,100.6965,230.62,,
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",2,1.7,1.9123,0.1218,1.7905,2.0342,1037.59787,100.8632,768.92,,
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.2566,1.917,2.1342,0.1741,1.9601,2.3084,1044.39367,101.4541,1019.56,,
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",0.9161,0.5384,0.7036,0.1903,0.5133,0.8941,1075.278504,100.9034,116.04,,
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",--,--,1.0566,0.0408,1.0158,1.0975,1063.789648,101.3736,706.75,,
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.3413,0.9942,1.1491,0.0289,1.1202,1.1782,1061.064194,101.1138,706.4,,
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.5397,0.801,1.2217,0.2231,0.9985,1.4449,5844.321225,103.9998,227.59,,
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",3.121,2.3605,2.7858,0.3049,2.4809,3.0908,1061.803099,105.598,530.26,,
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.8599,0.6485,0.7676,0.1578,0.6098,0.9254,1045.312654,101.7524,361.23,,
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",4.8612,4.4785,4.6953,0.1105,4.5848,4.8059,1016.736182,97.1467,250.32,0.15,
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",4.9555,3.615,4.3135,0.201,4.1125,4.5145,989.920362,94.4933,619.6,,
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",0.8168,0.6057,0.7214,0.0334,0.6879,0.7549,1023.562144,100.0855,758.5,0.05,
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.5148,2.0464,2.3447,0.1332,2.2116,2.478,992.713346,99.2713,546.04,,
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.8,0.3619,0.6121,0.1462,0.4658,0.7584,527.472862,100.9112,150.71,0.05,
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.6654,1.3325,1.5349,0.0547,1.4802,1.5896,1053.761092,100.5769,261.24,,
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.8951,1.6,1.7485,0.0376,1.7109,1.7861,1020.451351,100.1192,593.21,,
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",--,--,1.8295,0.0828,1.7467,1.9125,1059.172162,100.9781,439.91,,
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.24,0.4414,0.0333,0.4081,0.4747,1070.349695,101.5785,443.5,,
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.4535,1.25,1.3508,0.04,1.3108,1.391,1033.24113,101.8264,774.79,,
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8375,0.6,0.7242,0.0244,0.6998,0.7486,1058.155891,101.4416,799.91,,
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.75,0.3282,0.5669,0.0753,0.4916,0.6423,1046.802569,101.3516,890.97,0.1,
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.85,0.4264,0.6195,0.0672,0.5523,0.6868,1079.863723,102.4111,698.57,,
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.8541,0.352,0.6685,0.1446,0.5239,0.8132,1052.319096,101.8407,1077.17,,
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.908,0.75,0.8079,0.0113,0.7966,0.8194,511.158323,100.8107,320.69,,
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.1016,0.8133,0.9851,0.047,0.9381,1.0322,1058.300013,102.114,805.06,,
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.05,0.812,0.9629,0.0626,0.9004,1.0256,1018.561302,100.315,919.3,,
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.2044,1,1.1083,0.0161,1.0922,1.1244,504.70391,100.4721,307.02,0.1,
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.9514,0.6987,0.8235,0.0418,0.7817,0.8654,1.056942,101.2415,546.32,,
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.6864,0.4625,0.5229,0.0892,0.4336,0.6122,1050.816967,101.5339,734.6,,
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.05,0.8266,0.9599,0.0713,0.8886,1.0314,1061.8578,100.7495,442.85,,
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",0.9588,0.7,0.8338,0.0465,0.7873,0.8805,1054.510481,101.0921,799.4,,
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.0717,0.78,0.8822,0.0917,0.7904,0.974,1013.493143,101.0328,879.11,0.1,
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.15,0.9,1.0377,0.0898,0.9478,1.1276,1069.219016,101.3784,696.57,,
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.5139,1.2444,1.3955,0.0301,1.3654,1.4257,1064.399192,100.8568,768.05,,
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.7435,0.2607,0.5104,0.0516,0.4588,0.5621,1057.048832,101.1567,860.17,,
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.0544,0.8051,0.9009,0.1337,0.7673,1.0347,1037.944299,103.3316,527.7,0.05,
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8016,0.0021,0.7996,0.8038,1003.823787,99.9944,881.76,0.1,
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.2,1.3577,0.0172,1.3405,1.375,897.619846,101.4753,586.14,,
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.3569,1.761,2.0145,0.2939,1.7206,2.3085,1040.756549,100.0626,48,0.05,
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.045,0.6481,0.8334,0.045,0.7884,0.8785,1.081382,102.4802,767.87,,
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0058,0.6706,0.8227,0.0352,0.7875,0.8581,1010.091861,100.7857,876.39,,
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.062,0.7351,0.9423,0.0619,0.8804,1.0043,1017.413437,100.2088,920.05,,
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5378,0.3018,0.4292,0.0289,0.4002,0.4582,1009.532776,100.7269,238.73,0.05,
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3668,0.0442,1.3226,1.4111,1048.05129,100.6117,360.71,,
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",0.8946,0.3287,0.7525,0.3291,0.4234,1.0817,449.871871,101.3557,187.21,0.05,
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",1.061,0.4721,0.7486,0.0987,0.6499,0.8474,1068.568926,102.2592,633.42,0.1,
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,0.7924,0.0365,0.7559,0.8291,1025.089063,100.6682,1074.98,,
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.0488,1.5846,1.85,0.0445,1.8055,1.8946,1112.241129,105.4111,835.53,,
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.928,0.234,0.5864,0.0518,0.5345,0.6383,1051.529261,101.7349,573.67,,
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5082,1.3303,1.4045,0.0211,1.3834,1.4258,1053.274332,100.6448,255.47,0.15,
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.729,0.3975,0.5788,0.0983,0.4805,0.6773,1020.249771,100.6866,785.25,,
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",--,--,8.2592,4.3961,3.8631,12.6553,921.755024,87.9074,508.64,,
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.7061,0.41,0.5548,0.0248,0.5301,0.5797,1048.645287,101.4617,476.96,,
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0406,0.7601,0.9033,0.0173,0.886,0.9207,1033.097972,100.6829,300.97,0.1,
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.4133,1.0458,1.2613,0.0453,1.216,1.3067,1042.539673,100.1928,554.52,,
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.6653,1.25,1.4825,0.0337,1.4487,1.5163,1045.22138,100.3632,789.79,,
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.2807,1.8716,2.0826,0.0549,2.0277,2.1376,1068.915063,101.5465,355.48,0.1,
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.7744,1.4558,1.6239,0.1705,1.4533,1.7945,1064.925427,101.2098,536.42,,
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.7361,0.5205,0.636,0.0264,0.6096,0.6625,1068.066725,102.6494,800.49,,
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7904,0.4579,0.6165,0.012,0.6044,0.6286,887.593749,99.9226,421.97,,
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.7686,0.688,0.7277,0.0096,0.7181,0.7373,1063.194735,100.881,342.73,,
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9612,0.4604,0.6953,0.0442,0.6511,0.7396,1050.431394,102.5281,904.38,0.15,
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.3834,1.1492,1.2706,0.0362,1.2343,1.3069,1040.173209,100.5198,276.82,0.1,
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.6216,0.2474,0.4556,0.0833,0.3723,0.539,523.918658,100.4411,148.24,,
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7704,0.5615,0.6602,0.0379,0.6223,0.6982,1031.877326,99.7604,1010.39,,
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.4892,0.6148,0.0368,0.578,0.6517,1057.952689,101.3535,459.59,,
