Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1182,0.9021,0.9889,0.053,0.9359,1.042,1041.57641,101.6786,758.16,0.35,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.2078,0.8757,1.0515,0.0851,0.9664,1.1367,1025.274337,101.1791,316.89,0.35,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",4.7999,3.9778,4.5722,0.0411,4.5311,4.6134,787.113841,100.3123,361.34,0.15,
ALPA12,ALPARGATAS S.A. (*),12/12/2027,"DI + 1,35%",1.2911,0.9829,1.1235,0.0938,1.0296,1.2174,1040.580405,100.5867,659.19,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.9584,0.5559,0.7645,0.0173,0.7471,0.7819,1012.468044,100.8793,335.64,,
ALSO16,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),04/10/2024,"DI + 1,35%",--,--,0.8955,0.0699,0.8256,0.9655,1020.65453,101.0197,6,0.35,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",1.1375,0.935,1.0213,0.0753,0.946,1.0968,1020.387393,101.6645,797.95,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.7516,1.2986,1.5528,0.0075,1.5453,1.5604,1007.551067,100.3606,116,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.143,1.8264,2.0409,0.0972,1.9437,2.1382,1030.045342,100.3974,394.27,0.1,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.8874,0.419,0.6747,0.1371,0.5376,0.8119,1057.375682,100.3655,128.29,0.45,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.8918,2,2.4613,0.034,2.4273,2.4954,1055.751401,100.7712,688.63,0.1,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.6255,0.3526,0.461,0.1501,0.3109,0.6112,380.769064,100.7128,244.65,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.8375,0.3806,0.5389,0.1761,0.3628,0.7151,1057.639529,101.075,357.61,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.888,0.5155,0.6414,0.2457,0.3956,0.8872,1015.633396,101.202,544.33,0.35,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.2576,0.9728,1.0942,0.0509,1.0433,1.1452,1064.551172,102.7611,668.43,0.35,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9605,1.7,1.8201,0.0241,1.796,1.8443,1010.234179,100.6341,492.86,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.8342,0.55,0.6948,0.0213,0.6736,0.7162,704.677157,100.2455,377.1,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.2974,1.0768,1.2014,0.0033,1.1981,1.2048,1067.253631,102.2613,444.79,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.3228,1.0733,1.2031,0.1783,1.0248,1.3815,1087.217855,103.5098,848.06,,
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.5851,1.2583,1.3961,0.045,1.3512,1.4412,1026.030404,102.2156,1117.07,,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.5467,1.2826,1.4237,0.0932,1.3305,1.5171,1008.040186,100.2934,331.45,,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.2055,1.8618,2.0295,0.1113,1.9182,2.1409,1027.626589,101.587,606.62,,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.3378,1.9401,2.0999,0.1708,1.9291,2.2708,1067.226935,100.794,679.72,0.1,
ASAI12,SENDAS DISTRIBUIDORA S/A (*) (**),20/05/2026,"DI + 1,7%",1.204,0.9244,1.0731,0.1915,0.8816,1.2647,1049.903113,100.6398,260.12,,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.2445,0.979,1.0931,0.0624,1.0307,1.1557,1056.032272,101.4429,558.01,0.35,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.374,0.1482,1.2258,1.5222,1044.964611,101.2369,661.87,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.4289,1.2509,1.301,0.0786,1.2223,1.3797,998.839551,99.8389,806.58,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.3941,1.0816,1.2406,0.0282,1.2124,1.2689,1062.716058,101.7767,636.54,,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.5321,1.1333,1.3372,0.0125,1.3247,1.3497,1052.764696,101.9656,815.05,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.39,1.0818,1.2459,0.0208,1.2251,1.2668,1030.233019,100.0132,818.91,0.45,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.1061,1.712,1.9579,0.0767,1.8812,2.0348,704.00179,100.3792,141.16,0.05,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.9452,0.6971,0.8191,0.0715,0.7477,0.8907,1067.504662,101.0719,431.33,0.1,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0166,0.2207,0.7959,1.2374,1023.584848,100.4104,313.22,,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",--,--,1.1503,0.0338,1.1165,1.1842,1013.039092,100.1032,528.95,,
BKBR18,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A,15/10/2024,"DI + 1,35%",--,--,1.8604,0.0607,1.7998,1.9212,1053.012717,99.9741,13,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.5807,2.1442,2.2906,0.1398,2.1508,2.4305,1045.349377,99.3302,442.41,0.1,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.0937,0.839,0.9523,0.0762,0.876,1.0286,1028.677902,101.7544,425.38,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4144,1.2025,1.3317,0.1108,1.2209,1.4426,1034.137905,100.942,894.44,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.6589,2.346,2.5334,0.1266,2.4068,2.6601,1018.993507,97.4343,851.59,,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6384,2.3361,2.5321,0.2813,2.2508,2.8134,1015.972723,97.0746,914.94,0.35,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.9689,1.621,2.0108,0.7926,1.2182,2.8035,1046.340026,99.9547,1078.93,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.9507,2.6954,2.7889,0.9766,1.8122,3.7656,1010.026501,96.4134,1116.19,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.5707,2.2616,2.4279,0.0474,2.3804,2.4754,1057.69317,99.9432,525.93,0.4,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.7059,2.4026,2.5505,0.0448,2.5057,2.5954,1030.676772,102.3079,698.03,,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.9696,2.6269,2.8322,0.0648,2.7674,2.8972,1027.305607,101.3477,832.98,,
BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%",3.0565,2.6672,2.8498,0.0002,2.8496,2.8502,1014.100418,100.2802,904.88,,
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),14/11/2027,"DI + 1,3%",0.9815,0.5276,0.8723,0.0988,0.7735,0.9711,1053.314064,100.9328,553.37,,
BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%",0.8373,0.5057,0.6991,0.0099,0.6892,0.7092,1005.73589,99.6911,1135.36,,
BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%",0.9825,0.7952,0.8759,0.0259,0.8501,0.9019,1013.174587,100.4019,1377.32,,
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",--,--,0.7536,0.1649,0.5887,0.9185,10475.327618,100.1649,141.33,,
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.5966,0.4083,0.5076,0.0341,0.4734,0.5418,1068.67117,101.5093,702.38,,
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.65,0.4624,0.5531,0.0101,0.543,0.5634,1038.575433,100.1932,731.48,0.35,
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.5401,3.062,3.302,0.0044,3.2975,3.3065,1066.713395,102.9217,632.1,,
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.7116,3.2452,3.4429,0.0554,3.3875,3.4983,1039.81596,100.0372,169.82,0.15,
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.5135,3,3.2848,0.1196,3.1652,3.4045,964.827748,102.0442,437.78,,
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.467,1.1928,1.3279,0.0313,1.2966,1.3593,758.15814,100.6998,231.64,,
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",2.0807,1.7695,1.9354,0.1313,1.804,2.0668,1036.394075,100.7953,770.63,,
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.3249,2.005,2.1811,0.1816,1.9995,2.3628,1041.967218,101.269,1021.52,,
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",1.0676,0.6751,0.8053,0.3357,0.4696,1.1411,1074.313279,100.864,116.98,,
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",--,--,1.0618,0.0442,1.0176,1.1062,1063.177522,101.3621,708.37,,
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.2765,1.0166,1.1315,0.0461,1.0854,1.1777,1061.119439,101.1659,708.11,,
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.5299,0.9155,1.2537,0.1878,1.066,1.4416,5840.071709,103.989,228.62,,
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",3.1989,2.4232,2.8559,0.257,2.5988,3.113,1059.781141,105.4616,531.49,,
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.874,0.6299,0.7684,0.1631,0.6053,0.9316,1044.856639,101.7569,362.38,,
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",4.8557,4.0603,4.6962,0.1194,4.5768,4.8157,1016.129642,97.1342,251.36,0.45,
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",4.6945,3.3757,4.2387,0.5191,3.7196,4.7578,991.065393,94.6478,621.27,,
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",0.8181,0.6082,0.7225,0.0336,0.6888,0.7562,1023.089147,100.0824,760.25,0.1,
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.4101,1.9913,2.3423,0.153,2.1892,2.4954,1055.243449,99.3175,514.76,0.05,
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.7835,0.3978,0.647,0.1604,0.4867,0.8075,527.138211,100.8962,151.71,0.1,
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.6716,1.3454,1.5197,0.0767,1.443,1.5965,1053.438766,100.5949,262.26,,
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.9068,1.6,1.7519,0.0347,1.7171,1.7867,1019.89187,100.1116,594.61,,
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",1.9804,1.7047,1.8287,0.0769,1.7518,1.9057,1058.691266,100.9823,441.17,,
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6528,0.4067,0.4635,0.1097,0.3538,0.5732,1069.492247,101.5433,444.65,,
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",2.2565,1.32,1.3664,0.0588,1.3077,1.4253,1032.300601,101.7824,776.53,,
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8405,0.6,0.7275,0.0272,0.7003,0.7547,1057.607218,101.4344,801.77,,
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.75,0.3318,0.5761,0.0968,0.4793,0.673,1046.036517,101.3219,892.98,0.35,
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.85,0.4371,0.639,0.0688,0.5702,0.7079,1078.846717,102.3617,700.15,,
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.848,0.375,0.6691,0.145,0.524,0.8142,1051.869935,101.8426,1079.74,,
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.9418,0.75,0.8215,0.044,0.7775,0.8656,510.849653,100.7961,321.75,,
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.1226,0.8391,0.992,0.0471,0.9448,1.0392,1057.626077,102.0966,806.88,,
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.0509,0.8114,0.9636,0.0626,0.9009,1.0263,1018.091768,100.3132,921.43,,
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.3537,1,1.1059,0.1525,0.9534,1.2585,504.49409,100.4767,308.05,0.35,
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.996,0.6812,0.823,0.0484,0.7746,0.8715,1.056501,101.2455,547.68,,
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.8489,0.4719,0.6658,0.4418,0.224,1.1077,1046.039771,101.1171,735.7,,
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.1127,0.7868,0.9451,0.0782,0.8669,1.0234,1061.668392,100.7776,444.03,,
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",0.9753,0.7,0.8467,0.0489,0.7978,0.8957,1053.63635,101.0536,801.23,,
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.0947,0.78,0.8791,0.0983,0.7808,0.9775,1013.171585,101.046,881.12,0.35,
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.14,0.8829,1.0263,0.1161,0.9102,1.1425,1069.093828,101.4134,698.27,,
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.4899,1.2559,1.3748,0.0955,1.2792,1.4704,1064.586835,100.9218,769.97,,
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.75,0.2993,0.5152,0.0567,0.4585,0.572,1056.444895,101.1429,862.17,,
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.3523,1.0558,1.0762,0.4592,0.617,1.5355,1033.741045,102.9645,528.5,0.1,
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8028,0.0064,0.7964,0.8093,1003.346993,99.9903,883.76,0.35,
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.1937,1.351,0.0237,1.3272,1.3748,897.361854,101.4949,587.72,,
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.3218,1.7067,1.9672,0.2464,1.7208,2.2137,1040.350136,100.0729,49,0.1,
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.035,0.5693,0.8273,0.1045,0.7228,0.9318,1.081138,102.5048,769.72,,
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0095,0.7035,0.8262,0.1333,0.6929,0.9596,1009.540167,100.7753,878.35,,
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.062,0.7532,0.9406,0.064,0.8766,1.0048,1017.032383,100.2155,922.2,,
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5789,0.3941,0.449,0.1517,0.2972,0.6008,1008.9211,100.7111,239.73,0.15,
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.635,1.125,1.3871,0.071,1.3161,1.4582,1047.275521,100.5847,361.83,,
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",0.983,0.5294,0.8096,0.2032,0.6065,1.0129,449.488462,101.3203,188.2,0.1,
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",0.9387,0.3341,0.6821,0.0937,0.5884,0.7759,1069.906121,102.4349,635.13,0.4,
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,0.8007,0.0416,0.7591,0.8424,1024.294558,100.6343,1077.45,,
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",1.9182,1.6009,1.8304,0.2162,1.6142,2.0467,1112.50162,105.4925,837.83,,
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.922,0.392,0.6154,0.0854,0.5299,0.7009,1050.403296,101.6722,575,,
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5131,1.3155,1.3846,0.0201,1.3645,1.4049,1053.00456,100.6676,256.53,0.5,
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.704,0.4588,0.5837,0.0979,0.4858,0.6816,1019.669003,100.6728,787.07,,
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",--,--,8.1753,4.2867,3.8886,12.4622,922.45868,88.0157,510.26,0.05,
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.8111,0.4066,0.5448,0.1589,0.386,0.7038,1048.407404,101.4848,478.24,,
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0503,0.7458,0.9021,0.0531,0.8489,0.9553,1032.6618,100.6867,302,0.35,
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.406,1.0528,1.266,0.0365,1.2294,1.3026,1041.963778,100.183,555.85,,
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.663,1.2542,1.4823,0.0307,1.4516,1.5131,1044.751247,100.3647,791.64,,
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.3045,1.8483,2.1133,0.3631,1.7503,2.4765,1067.947595,101.508,356.54,0.35,
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.8409,1.49,1.6595,0.1839,1.4757,1.8435,1063.641832,101.1371,537.68,0.05,
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.8493,0.55,0.6665,0.0951,0.5714,0.7618,1066.612006,102.5568,802.21,,
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",--,--,0.6177,0.0202,0.5975,0.6379,887.19752,99.9204,423.24,,
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.8576,0.6703,0.7371,0.047,0.6901,0.7842,1062.604408,100.871,343.81,,
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9702,0.4527,0.6772,0.0524,0.6248,0.7297,1050.69211,102.6004,906.6,0.45,
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.5322,1.2103,1.2541,0.2733,0.9808,1.5275,1039.891187,100.5399,277.87,0.35,
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.8979,--,0.5154,0.4017,0.1137,0.9172,523.514306,100.4086,149.23,,
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",--,--,0.6618,0.0389,0.6229,0.7008,1031.366688,99.7534,1012.8,,
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.4295,0.586,0.0662,0.5198,0.6523,1058.06237,101.4101,460.83,,
