Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.18,0.78,0.98,0,0.98,0.98,1008.752978,100.6955,883.23,,
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.15,0.7416,1.0048,0.2357,0.7691,1.2406,1068.789763,101.4783,700.74,,
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.4129,1.0706,1.3227,0.1141,1.2086,1.4369,1065.300325,101.084,772.69,,
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.7236,0.2131,0.5028,0.0531,0.4497,0.5561,1056.008225,101.1891,864.78,,
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.5841,1.2575,1.3643,0.4333,0.931,1.7976,1026.669317,102.3624,529.85,,
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.7969,0.0192,0.7776,0.8162,1002.684147,100.0108,886.36,,
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.2,1.3561,0.0201,1.336,1.3763,896.447327,101.4888,590.01,0.05,
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.2064,1.6239,1.9927,0.1619,1.8307,2.1547,1039.301564,100.0708,51,,
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.0078,0.4706,0.7674,0.1163,0.6511,0.8838,1.082186,102.7,772.5,,
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0252,0.5113,0.7885,0.1305,0.658,0.9191,1009.988338,100.9094,881.11,,
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.0623,0.7,0.918,0.0675,0.8505,0.9856,1016.977094,100.2985,924.92,,
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5695,0.3571,0.4596,0.0222,0.4374,0.482,1007.972826,100.7068,241.72,0.4,
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3485,0.0039,1.3446,1.3526,1046.897989,100.6435,364.02,,
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",1.2022,0.3333,0.7569,0.5253,0.2315,1.2823,449.276594,101.3745,190.24,,
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",1.0575,0.3846,0.6694,0.1612,0.5082,0.8307,1069.344592,102.4767,637.51,0.35,
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",1.0021,0.5146,0.7965,0.0693,0.7272,0.8659,1023.593912,100.6539,1080.11,,
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.108,1.4582,1.7757,0.0954,1.6803,1.8712,1113.474001,105.6984,840.88,,
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.9131,0.1776,0.5589,0.0202,0.5387,0.5793,1050.868763,101.8098,577.36,,
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5096,1.2328,1.3614,0.0247,1.3367,1.3862,1052.292348,100.6965,258.58,0.35,
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.7234,0.4317,0.5774,0.0902,0.4872,0.6676,1019.00711,100.6947,789.54,,
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",14.4797,4.5295,10.3274,2.6174,7.71,12.945,885.153827,84.5354,505.62,0.35,
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.6937,0.2147,0.4529,0.0639,0.389,0.5169,1049.35469,101.6687,480.62,,
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0336,0.7498,0.8821,0.0275,0.8545,0.9097,1032.006036,100.7153,304.01,,
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.4007,1.0535,1.2477,0.0595,1.1882,1.3073,1041.441038,100.2239,558.16,,
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.65,1.25,1.4686,0.0289,1.4398,1.4976,1044.236998,100.4085,794.18,,
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.25,1.85,2.0703,0.0485,2.0218,2.1189,1067.55527,101.5776,358.61,,
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.899,1.4855,1.6636,0.1301,1.5334,1.7938,1062.562938,101.1332,539.93,0.35,
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.7196,0.5377,0.6222,0.0158,0.6064,0.6381,1067.215311,102.7091,804.92,,
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7791,0.4468,0.6088,0.0146,0.5942,0.6235,886.573958,99.9349,425.45,,
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.7451,0.6741,0.7151,0.0478,0.6673,0.7629,1062.00962,100.9065,345.9,,
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9146,0.4446,0.6846,0.0088,0.6758,0.6935,1049.529897,102.5805,909.08,0.1,
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.2797,1.079,1.1745,0.013,1.1615,1.1875,1039.862285,100.6317,279.96,,
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.6,0.2195,0.4151,0.0681,0.347,0.4833,523.386112,100.4743,151.23,,
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7613,0.5524,0.6539,0.0432,0.6106,0.6972,1030.809092,99.7843,1015.5,,
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.3936,0.6013,0.0813,0.52,0.6827,1056.874196,101.3885,462.99,,
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.2031,0.9,1.0571,0.0267,1.0304,1.0839,1052.470428,101.7815,479.74,,
CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%",1.3028,0.7606,1.0465,0.0447,1.0018,1.0913,1071.11722,103.5133,736.99,,
CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%",1.2608,0.8246,1.0642,0.077,0.9872,1.1413,837.324246,101.8748,749.36,,
CRFB16,ATACADAO S.A. (*) (**),12/01/2026,"DI + 1,2%",0.9,0.619,0.7469,0.008,0.7389,0.755,1029.63628,100.5436,304.46,,
